Month/Year,License Class,          Trips Per Day          ,          Farebox Per Day          ,           Unique Drivers           ,           Unique Vehicles           ,           Vehicles Per Day           ,         Avg Days Vehicles on Road         ,         Avg Hours Per Day Per Vehicle         ,         Avg Days Drivers on Road         ,         Avg Hours Per Day Per Driver         ,         Avg Minutes Per Trip         ,Percent of Trips Paid with Credit Card,Trips Per Day Shared
2018-03,Yellow," 304,169 "," 4,293,867 "," 24,991 "," 12,389 "," 11,480 ", 28.70 , 12.20 , 21.90 , 7.90 , 13.70 ,70%,-
2018-02,FHV - Black Car," 17,415 ",          -          ," 7,550 "," 7,529 "," 4,063 ", 15.10 , 3.50 , 15.10 , 3.50 , 33.00 ,-,-
2018-02,FHV - High Volume," 603,801 ",          -          ," 72,893 "," 71,731 "," 48,772 ", 19.00 , 6.30 , 18.90 , 6.30 , 19.00 ,-,"140,622"
2018-02,FHV - Livery," 58,545 ",          -          ," 12,653 "," 12,055 "," 8,242 ", 19.10 , 5.30 , 18.60 , 5.20 , 18.00 ,-,19
2018-02,FHV - Lux Limo," 3,240 ",          -          ," 3,273 "," 3,189 "," 1,399 ", 12.30 , 2.30 , 12.40 , 2.20 , 62.00 ,-,-
2018-02,Green," 27,461 "," 360,001 "," 4,260 "," 3,920 "," 3,058 ", 21.80 , 5.90 , 20.60 , 5.70 , 12.90 ,55%,-
2018-02,Yellow," 303,280 "," 4,138,935 "," 24,641 "," 12,490 "," 11,535 ", 25.90 , 12.10 , 19.90 , 8.00 , 13.10 ,71%,-
2018-01,FHV - Black Car," 15,445 ",          -          ," 7,464 "," 7,410 "," 3,778 ", 15.80 , 3.40 , 15.70 , 3.40 , 35.00 ,-,-
2018-01,FHV - High Volume," 555,031 ",          -          ," 72,719 "," 71,484 "," 46,403 ", 20.10 , 6.20 , 19.90 , 6.10 , 18.00 ,-,"126,738"
2018-01,FHV - Livery," 62,222 ",          -          ," 13,961 "," 12,751 "," 8,389 ", 20.40 , 5.40 , 19.00 , 5.30 , 17.00 ,-,15
2018-01,FHV - Lux Limo," 3,142 ",          -          ," 3,385 "," 3,299 "," 1,378 ", 13.00 , 2.20 , 13.10 , 2.20 , 63.00 ,-,-
2018-01,Green," 25,564 "," 331,105 "," 4,377 "," 4,021 "," 2,983 ", 23.00 , 5.70 , 21.60 , 5.50 , 12.80 ,53%,-
2018-01,Yellow," 282,565 "," 3,863,024 "," 24,923 "," 12,599 "," 11,304 ", 27.80 , 11.60 , 21.10 , 7.70 , 13.10 ,70%,-
2017-12,FHV - Black Car," 15,541 ",          -          ," 7,789 "," 7,703 "," 3,720 ", 15.00 , 3.40 , 14.90 , 3.40 , 35.00 ,-,-
2017-12,FHV - High Volume," 553,632 ",          -          ," 71,671 "," 70,194 "," 46,799 ", 20.70 , 6.30 , 20.50 , 6.20 , 20.00 ,-,"118,649"
2017-12,FHV - Livery," 64,462 ",          -          ," 13,592 "," 12,966 "," 8,994 ", 21.50 , 5.30 , 21.00 , 5.20 , 18.00 ,-,12
2017-12,FHV - Lux Limo," 3,139 ",          -          ," 3,479 "," 3,331 "," 1,343 ", 12.50 , 2.30 , 12.40 , 2.20 , 69.00 ,-,-
2017-12,Green," 29,223 "," 383,355 "," 4,497 "," 4,117 "," 3,200 ", 24.10 , 5.90 , 22.60 , 5.80 , 13.00 ,51%,-
2017-12,Yellow," 306,706 "," 4,407,843 "," 26,038 "," 12,685 "," 11,743 ", 28.70 , 12.20 , 21.80 , 7.80 , 14.50 ,66%,-
2017-11,FHV - Black Car," 15,718 ",          -          ," 7,376 "," 7,331 "," 3,859 ", 15.80 , 3.40 , 15.80 , 3.40 , 37.00 ,-,-
2017-11,FHV - High Volume," 517,191 ",          -          ," 69,948 "," 68,521 "," 46,232 ", 20.20 , 6.20 , 20.00 , 6.10 , 20.00 ,-,"107,750"
2017-11,FHV - Livery," 59,254 ",          -          ," 13,304 "," 12,807 "," 8,986 ", 21.10 , 5.10 , 20.80 , 4.90 , 18.00 ,-,16
2017-11,FHV - Lux Limo," 3,246 ",          -          ," 3,088 "," 2,978 "," 1,341 ", 13.50 , 2.40 , 13.50 , 2.30 , 68.00 ,-,-
2017-11,Green," 29,136 "," 386,722 "," 4,601 "," 4,199 "," 3,320 ", 23.70 , 5.80 , 22.20 , 5.70 , 13.20 ,53%,-
2017-11,Yellow," 309,471 "," 4,517,934 "," 26,347 "," 12,692 "," 11,921 ", 28.20 , 12.40 , 21.50 , 7.80 , 14.80 ,68%,-
2017-10,FHV - Black Car," 16,405 ",          -          ," 8,008 "," 7,882 "," 4,221 ", 16.60 , 3.30 , 16.50 , 3.30 , 38.00 ,-,-
2017-10,FHV - High Volume," 492,028 ",          -          ," 69,303 "," 67,653 "," 45,234 ", 20.70 , 6.10 , 20.40 , 6.10 , 20.00 ,-,"92,641"
2017-10,FHV - Livery," 59,234 ",          -          ," 13,833 "," 13,335 "," 9,231 ", 21.50 , 5.00 , 21.20 , 4.90 , 18.00 ,-,-
2017-10,FHV - Lux Limo," 3,171 ",          -          ," 3,053 "," 2,936 "," 1,341 ", 14.20 , 2.30 , 14.20 , 2.30 , 68.00 ,-,-
2017-10,Green," 29,858 "," 401,160 "," 4,723 "," 4,287 "," 3,390 ", 24.50 , 5.90 , 22.80 , 5.70 , 13.40 ,53%,-
2017-10,Yellow," 315,084 "," 4,681,421 "," 26,536 "," 12,703 "," 11,931 ", 29.10 , 12.50 , 22.10 , 7.90 , 14.80 ,68%,-
2017-09,FHV - Black Car," 15,975 ",          -          ," 7,777 "," 7,693 "," 3,906 ", 15.20 , 3.40 , 15.20 , 3.40 , 36.00 ,-,-
2017-09,FHV - High Volume," 468,318 ",          -          ," 67,408 "," 65,690 "," 43,120 ", 19.70 , 6.20 , 19.40 , 6.10 , 20.00 ,-,"84,200"
2017-09,FHV - Livery," 59,436 ",          -          ," 14,306 "," 13,795 "," 9,339 ", 20.30 , 4.90 , 20.00 , 4.80 , 18.00 ,-,12
2017-09,FHV - Lux Limo," 3,396 ",          -          ," 3,483 "," 3,375 "," 1,439 ", 12.80 , 2.30 , 12.80 , 2.30 , 68.00 ,-,-
2017-09,Green," 29,409 "," 402,289 "," 4,693 "," 4,320 "," 3,337 ", 23.20 , 5.80 , 21.90 , 5.70 , 13.30 ,51%,-
2017-09,Yellow," 298,163 "," 4,422,289 "," 25,604 "," 12,656 "," 11,499 ", 27.30 , 12.10 , 20.60 , 7.90 , 14.80 ,67%,-
2017-08,FHV - Black Car," 13,985 ",          -          ," 7,463 "," 7,406 "," 3,686 ", 15.40 , 3.20 , 15.40 , 3.20 , 35.00 ,-,-
2017-08,FHV - High Volume," 429,691 ",          -          ," 65,522 "," 64,054 "," 41,372 ", 20.00 , 6.00 , 19.80 , 6.00 , 20.00 ,-,"76,026"
2017-08,FHV - Livery," 59,142 ",          -          ," 14,398 "," 13,907 "," 9,263 ", 20.70 , 4.90 , 20.40 , 4.80 , 18.00 ,-,6
2017-08,FHV - Lux Limo," 2,774 ",          -          ," 3,400 "," 3,278 "," 1,313 ", 12.40 , 2.10 , 12.40 , 2.00 , 67.00 ,-,-
2017-08,Green," 27,976 "," 373,385 "," 4,769 "," 4,384 "," 3,347 ", 23.70 , 5.60 , 22.30 , 5.50 , 12.60 ,50%,-
2017-08,Yellow," 271,676 "," 3,985,437 "," 25,164 "," 12,690 "," 11,550 ", 28.20 , 11.70 , 21.60 , 7.70 , 14.00 ,66%,-
2017-07,FHV - Black Car," 13,084 ",          -          ," 7,559 "," 7,486 "," 3,515 ", 14.60 , 3.20 , 14.50 , 3.10 , 36.00 ,-,-
2017-07,FHV - High Volume," 421,285 ",          -          ," 65,178 "," 63,604 "," 40,679 ", 19.80 , 6.00 , 19.60 , 5.90 , 20.00 ,-,"68,756"
2017-07,FHV - Livery," 59,805 ",          -          ," 14,658 "," 14,069 "," 9,283 ", 20.50 , 4.90 , 20.10 , 4.80 , 18.00 ,-,13
2017-07,FHV - Lux Limo," 2,720 ",          -          ," 3,284 "," 3,237 "," 1,270 ", 12.20 , 2.10 , 12.40 , 2.10 , 69.00 ,-,-
2017-07,Green," 29,503 "," 391,767 "," 4,969 "," 4,579 "," 3,463 ", 23.40 , 5.70 , 22.20 , 5.50 , 12.60 ,50%,-
2017-07,Yellow," 277,042 "," 4,037,177 "," 26,108 "," 12,792 "," 11,583 ", 28.10 , 11.80 , 21.10 , 7.70 , 14.10 ,66%,-
2017-06,FHV - Black Car," 14,274 ",          -          ," 7,450 "," 7,394 "," 3,840 ", 15.60 , 3.20 , 15.50 , 3.20 , 39.00 ,-,-
2017-06,FHV - High Volume," 420,017 ",          -          ," 63,721 "," 62,331 "," 40,408 ", 19.50 , 5.90 , 19.20 , 5.80 , 21.00 ,-,"63,620"
2017-06,FHV - Livery," 64,389 ",          -          ," 15,171 "," 14,250 "," 9,525 ", 20.10 , 5.10 , 19.40 , 5.00 , 19.00 ,-,12
2017-06,FHV - Lux Limo," 3,327 ",          -          ," 3,254 "," 3,225 "," 1,423 ", 13.30 , 2.30 , 13.60 , 2.20 , 71.00 ,-,-
2017-06,Green," 32,544 "," 432,850 "," 5,072 "," 4,686 "," 3,629 ", 23.20 , 5.70 , 22.00 , 5.60 , 13.20 ,50%,-
2017-06,Yellow," 321,877 "," 4,751,867 "," 26,664 "," 12,894 "," 12,038 ", 28.00 , 12.40 , 21.50 , 7.80 , 14.80 ,67%,-
2017-05,FHV - Black Car," 15,505 ",          -          ," 7,974 "," 7,435 "," 4,054 ", 16.90 , 3.30 , 15.90 , 3.20 ,         -         ,-,-
2017-05,FHV - High Volume," 399,546 ",          -          ," 61,532 "," 59,795 "," 38,015 ", 19.70 , 5.90 , 19.40 , 5.90 ,         -         ,-,-
2017-05,FHV - Livery," 77,985 ",          -          ," 14,892 "," 14,323 "," 10,396 ", 22.50 , 5.40 , 22.20 , 5.30 ,         -         ,-,-
2017-05,FHV - Lux Limo," 3,653 ",          -          ," 3,062 "," 3,053 "," 1,526 ", 15.50 , 2.30 , 15.70 , 2.30 ,         -         ,-,-
2017-05,Green," 34,174 "," 449,352 "," 5,302 "," 4,823 "," 3,740 ", 24.00 , 5.80 , 22.40 , 5.70 , 13.10 ,50%,-
2017-05,Yellow," 325,857 "," 4,848,494 "," 27,655 "," 12,977 "," 12,159 ", 29.00 , 12.60 , 21.90 , 7.80 , 15.00 ,67%,-
2017-04,FHV - Black Car," 13,676 ",          -          ," 7,201 "," 6,725 "," 3,536 ", 15.80 , 3.30 , 14.80 , 3.20 ,         -         ,-,-
2017-04,FHV - High Volume," 393,918 ",          -          ," 58,963 "," 57,181 "," 36,750 ", 19.30 , 6.00 , 18.90 , 6.00 ,         -         ,-,-
2017-04,FHV - Livery," 81,326 ",          -          ," 15,386 "," 14,469 "," 10,373 ", 21.50 , 5.60 , 20.90 , 5.40 ,         -         ,-,-
2017-04,FHV - Lux Limo," 3,240 ",          -          ," 3,067 "," 3,034 "," 1,366 ", 13.50 , 2.30 , 13.50 , 2.20 ,         -         ,-,-
2017-04,Green," 36,024 "," 465,532 "," 5,337 "," 4,844 "," 3,803 ", 23.60 , 6.00 , 22.00 , 5.80 , 12.50 ,50%,-
2017-04,Yellow," 334,865 "," 4,865,420 "," 27,802 "," 12,981 "," 12,229 ", 28.30 , 12.80 , 21.40 , 7.90 , 14.30 ,67%,-
2017-03,FHV - Black Car," 14,500 ",          -          ," 7,334 "," 6,815 "," 3,742 ", 17.00 , 3.30 , 16.00 , 3.20 ,         -         ,-,-
2017-03,FHV - High Volume," 402,938 ",          -          ," 56,768 "," 54,836 "," 35,619 ", 20.10 , 6.20 , 19.70 , 6.10 ,         -         ,-,-
2017-03,FHV - Livery," 85,721 ",          -          ," 15,711 "," 14,884 "," 10,446 ", 21.80 , 5.70 , 21.30 , 5.50 ,         -         ,-,-
2017-03,FHV - Lux Limo," 3,391 ",          -          ," 2,865 "," 2,923 "," 1,371 ", 14.60 , 2.40 , 15.00 , 2.30 ,         -         ,-,-
2017-03,Green," 37,341 "," 473,888 "," 5,357 "," 4,923 "," 3,789 ", 23.90 , 6.10 , 22.50 , 5.90 , 12.40 ,49%,-
2017-03,Yellow," 332,075 "," 4,770,322 "," 27,900 "," 12,990 "," 12,146 ", 29.00 , 12.80 , 21.80 , 7.90 , 14.00 ,68%,-
2017-02,FHV - Black Car," 13,280 ",          -          ," 6,931 "," 6,769 "," 3,599 ", 14.90 , 3.20 , 14.70 , 3.10 ,         -         ,-,-
2017-02,FHV - High Volume," 375,693 ",          -          ," 55,552 "," 53,577 "," 34,850 ", 18.20 , 6.10 , 17.80 , 6.00 ,         -         ,-,-
2017-02,FHV - Livery," 81,985 ",          -          ," 15,605 "," 14,975 "," 10,746 ", 20.10 , 5.50 , 19.80 , 5.40 ,         -         ,-,-
2017-02,FHV - Lux Limo," 3,502 ",          -          ," 3,041 "," 3,083 "," 1,467 ", 13.30 , 2.30 , 13.70 , 2.20 ,         -         ,-,-
2017-02,Green," 36,509 "," 461,734 "," 5,533 "," 5,089 "," 3,895 ", 21.40 , 5.90 , 20.20 , 5.80 , 12.10 ,50%,-
2017-02,Yellow," 327,451 "," 4,531,822 "," 27,523 "," 12,967 "," 12,112 ", 26.20 , 12.60 , 19.60 , 7.90 , 13.30 ,68%,-
2017-01,FHV - Black Car," 12,660 ",          -          ," 6,481 "," 6,431 "," 3,297 ", 15.90 , 3.30 , 15.80 , 3.30 ,         -         ,-,-
2017-01,FHV - High Volume," 344,972 ",          -          ," 54,665 "," 52,538 "," 32,782 ", 19.30 , 6.00 , 18.90 , 5.90 ,         -         ,-,-
2017-01,FHV - Livery," 79,624 ",          -          ," 15,299 "," 14,680 "," 10,335 ", 21.80 , 5.60 , 21.30 , 5.40 ,         -         ,-,-
2017-01,FHV - Lux Limo," 3,302 ",          -          ," 3,139 "," 3,178 "," 1,404 ", 13.70 , 2.30 , 14.00 , 2.20 ,         -         ,-,-
2017-01,Green," 34,497 "," 431,323 "," 5,751 "," 5,277 "," 3,918 ", 23.00 , 5.70 , 21.70 , 5.50 , 11.80 ,49%,-
2017-01,Yellow," 313,229 "," 4,314,880 "," 27,782 "," 13,058 "," 11,990 ", 28.50 , 12.20 , 21.00 , 7.80 , 13.00 ,67%,-
2016-12,FHV - Black Car," 12,185 ",          -          ," 6,304 "," 6,140 "," 3,102 ", 15.70 , 3.30 , 15.20 , 3.30 ,         -         ,-,-
2016-12,FHV - High Volume," 347,858 ",          -          ," 53,130 "," 50,955 "," 32,336 ", 19.70 , 6.10 , 19.10 , 6.00 ,         -         ,-,-
2016-12,FHV - Livery," 84,307 ",          -          ," 15,164 "," 14,427 "," 10,525 ", 22.60 , 5.60 , 22.10 , 5.50 ,         -         ,-,-
2016-12,FHV - Lux Limo," 2,705 ",          -          ," 2,370 "," 2,545 "," 1,094 ", 13.30 , 2.40 , 14.10 , 2.30 ,         -         ,-,-
2016-12,Green," 39,488 "," 508,205 "," 5,935 "," 5,399 "," 4,166 ", 23.90 , 6.00 , 22.40 , 5.80 , 12.40 ,48%,-
2016-12,Yellow," 337,071 "," 4,869,413 "," 28,743 "," 13,197 "," 12,329 ", 29.00 , 12.80 , 21.70 , 7.80 , 14.60 ,64%,-
2016-11,FHV - Black Car," 12,670 ",          -          ," 6,407 "," 6,114 "," 3,345 ", 16.40 , 3.30 , 15.70 , 3.30 ,         -         ,-,-
2016-11,FHV - High Volume," 318,664 ",          -          ," 50,932 "," 49,110 "," 30,921 ", 18.90 , 5.90 , 18.40 , 5.80 ,         -         ,-,-
2016-11,FHV - Livery," 80,717 ",          -          ," 15,223 "," 14,489 "," 10,571 ", 21.90 , 5.50 , 21.50 , 5.30 ,         -         ,-,-
2016-11,FHV - Lux Limo," 2,514 ",          -          ," 2,075 "," 2,198 "," 1,017 ", 13.90 , 2.40 , 14.40 , 2.40 ,         -         ,-,-
2016-11,Green," 38,272 "," 501,128 "," 6,065 "," 5,513 "," 4,258 ", 23.20 , 5.80 , 21.60 , 5.70 , 12.80 ,49%,-
2016-11,Yellow," 336,737 "," 4,980,423 "," 29,080 "," 13,159 "," 12,437 ", 28.40 , 12.90 , 21.30 , 7.80 , 15.90 ,66%,-
2016-10,FHV - Black Car," 12,933 ",          -          ," 6,616 "," 6,381 "," 3,375 ", 16.40 , 3.30 , 15.80 , 3.30 ,         -         ,-,-
2016-10,FHV - High Volume," 310,749 ",          -          ," 49,545 "," 47,758 "," 30,097 ", 19.50 , 6.00 , 19.00 , 5.90 ,         -         ,-,-
2016-10,FHV - Livery," 81,340 ",          -          ," 15,530 "," 14,880 "," 10,729 ", 22.40 , 5.50 , 22.00 , 5.30 ,         -         ,-,-
2016-10,FHV - Lux Limo," 3,297 ",          -          ," 2,632 "," 2,696 "," 1,307 ", 15.10 , 2.40 , 15.50 , 2.40 ,         -         ,-,-
2016-10,Green," 40,405 "," 540,913 "," 6,215 "," 5,604 "," 4,331 ", 24.00 , 5.90 , 22.10 , 5.80 , 13.00 ,50%,-
2016-10,Yellow," 350,380 "," 5,196,275 "," 29,383 "," 13,198 "," 12,433 ", 29.20 , 13.10 , 21.80 , 7.90 , 16.00 ,66%,-
2016-09,FHV - Black Car," 14,150 ",          -          ," 6,611 "," 6,261 "," 3,456 ", 16.60 , 3.50 , 15.80 , 3.50 ,         -         ,-,-
2016-09,FHV - High Volume," 292,548 ",          -          ," 48,448 "," 46,308 "," 28,684 ", 18.60 , 6.00 , 18.00 , 5.80 ,         -         ,-,-
2016-09,FHV - Livery," 82,088 ",          -          ," 15,503 "," 14,680 "," 10,715 ", 21.90 , 5.50 , 21.40 , 5.30 ,         -         ,-,-
2016-09,FHV - Lux Limo," 3,200 ",          -          ," 2,504 "," 2,579 "," 1,254 ", 14.60 , 2.40 , 15.00 , 2.40 ,         -         ,-,-
2016-09,Green," 38,741 "," 529,544 "," 6,341 "," 5,690 "," 4,272 ", 22.50 , 5.80 , 20.70 , 5.70 , 13.40 ,49%,-
2016-09,Yellow," 337,321 "," 5,167,170 "," 28,526 "," 13,166 "," 12,137 ", 27.70 , 12.80 , 20.60 , 7.90 , 16.00 ,66%,-
2016-08,FHV - Black Car," 12,344 ",          -          ," 6,410 "," 6,289 "," 3,383 ", 16.70 , 3.10 , 16.50 , 3.10 ,         -         ,-,-
2016-08,FHV - High Volume," 263,457 ",          -          ," 45,496 "," 43,375 "," 25,589 ", 18.30 , 5.90 , 17.70 , 5.80 ,         -         ,-,-
2016-08,FHV - Livery," 83,283 ",          -          ," 16,226 "," 15,422 "," 10,916 ", 21.90 , 5.50 , 21.40 , 5.30 ,         -         ,-,-
2016-08,FHV - Lux Limo," 3,008 ",          -          ," 3,010 "," 3,077 "," 1,336 ", 13.50 , 2.20 , 13.70 , 2.10 ,         -         ,-,-
2016-08,Green," 40,241 "," 547,786 "," 6,359 "," 5,774 "," 4,329 ", 23.20 , 6.00 , 21.70 , 5.90 , 12.90 ,49%,-
2016-08,Yellow," 320,718 "," 4,722,586 "," 28,340 "," 13,203 "," 12,266 ", 28.80 , 12.50 , 21.70 , 7.80 , 15.50 ,64%,-
2016-07,FHV - Black Car," 12,589 ",          -          ," 6,525 "," 6,423 "," 3,336 ", 16.10 , 3.20 , 15.90 , 3.20 ,         -         ,-,-
2016-07,FHV - High Volume," 252,701 ",          -          ," 40,398 "," 38,843 "," 23,844 ", 19.00 , 6.00 , 18.50 , 5.90 ,         -         ,-,-
2016-07,FHV - Livery," 85,737 ",          -          ," 16,492 "," 15,435 "," 10,851 ", 21.80 , 5.60 , 21.10 , 5.40 ,         -         ,-,-
2016-07,FHV - Lux Limo," 3,080 ",          -          ," 2,798 "," 2,830 "," 1,258 ", 13.80 , 2.30 , 14.10 , 2.20 ,         -         ,-,-
2016-07,Green," 42,979 "," 589,602 "," 6,471 "," 5,868 "," 4,408 ", 23.30 , 6.20 , 21.70 , 6.00 , 13.00 ,50%,-
2016-07,Yellow," 332,231 "," 4,924,633 "," 29,062 "," 13,293 "," 12,266 ", 28.60 , 12.60 , 21.30 , 7.80 , 15.70 ,64%,-
2016-06,FHV - Black Car," 15,375 ",          -          ," 6,889 "," 6,794 "," 3,957 ", 17.50 , 3.30 , 17.30 , 3.30 ,         -         ,-,-
2016-06,FHV - High Volume," 242,233 ",          -          ," 38,771 "," 37,615 "," 23,824 ", 19.00 , 6.00 , 18.70 , 5.90 ,         -         ,-,-
2016-06,FHV - Livery," 96,337 ",          -          ," 17,481 "," 16,512 "," 12,114 ", 22.00 , 5.60 , 21.50 , 5.50 ,         -         ,-,-
2016-06,FHV - Lux Limo," 5,007 ",          -          ," 3,592 "," 3,628 "," 1,852 ", 15.30 , 2.50 , 15.50 , 2.40 ,         -         ,-,-
2016-06,Green," 46,817 "," 645,016 "," 6,582 "," 5,959 "," 4,711 ", 23.70 , 6.20 , 22.10 , 6.10 , 13.50 ,49%,-
2016-06,Yellow," 371,257 "," 5,564,246 "," 29,899 "," 13,354 "," 12,781 ", 28.70 , 13.30 , 21.80 , 7.80 , 16.70 ,66%,-
2016-05,FHV - Black Car," 14,705 ",          -          ," 7,059 "," 7,029 "," 3,818 ", 16.80 , 3.30 , 16.70 , 3.30 ,         -         ,-,-
2016-05,FHV - High Volume," 226,667 ",          -          ," 36,443 "," 35,611 "," 21,717 ", 19.00 , 6.10 , 18.70 , 6.00 ,         -         ,-,-
2016-05,FHV - Livery," 100,070 ",          -          ," 21,928 "," 16,951 "," 12,374 ", 22.60 , 5.70 , 18.30 , 5.40 ,         -         ,-,-
2016-05,FHV - Lux Limo," 4,992 ",          -          ," 3,713 "," 3,676 "," 1,821 ", 15.40 , 2.60 , 15.60 , 2.50 ,         -         ,-,-
2016-05,Green," 49,573 "," 681,032 "," 6,672 "," 6,008 "," 4,730 ", 24.40 , 6.50 , 22.60 , 6.30 , 13.50 ,50%,-
2016-05,Yellow," 381,878 "," 5,654,653 "," 30,509 "," 13,381 "," 12,777 ", 29.60 , 13.50 , 22.10 , 8.00 , 15.80 ,66%,-
2016-04,FHV - Black Car," 14,535 ",          -          ," 7,361 "," 7,036 "," 3,939 ", 16.80 , 3.20 , 16.20 , 3.20 ,         -         ,-,-
2016-04,FHV - High Volume," 217,147 ",          -          ," 34,250 "," 33,518 "," 20,967 ", 18.90 , 6.10 , 18.50 , 6.00 ,         -         ,-,-
2016-04,FHV - Livery," 101,203 ",          -          ," 18,275 "," 17,192 "," 12,538 ", 21.90 , 5.70 , 21.30 , 5.50 ,         -         ,-,-
2016-04,FHV - Lux Limo," 5,053 ",          -          ," 3,599 "," 3,593 "," 1,839 ", 15.40 , 2.50 , 15.50 , 2.40 ,         -         ,-,-
2016-04,Green," 51,458 "," 692,778 "," 6,770 "," 6,021 "," 4,789 ", 23.90 , 6.60 , 21.90 , 6.40 , 13.00 ,51%,-
2016-04,Yellow," 397,780 "," 5,721,501 "," 30,488 "," 13,370 "," 12,875 ", 28.90 , 13.80 , 21.70 , 8.10 , 17.40 ,67%,-
2016-03,FHV - Black Car," 14,138 ",          -          ," 6,836 "," 6,543 "," 3,846 ", 18.20 , 3.20 , 17.50 , 3.20 ,         -         ,-,-
2016-03,FHV - High Volume," 195,837 ",          -          ," 31,716 "," 32,016 "," 19,685 ", 19.20 , 5.80 , 19.00 , 5.70 ,         -         ,-,-
2016-03,FHV - Livery," 95,707 ",          -          ," 16,805 "," 15,852 "," 11,562 ", 22.60 , 5.80 , 22.20 , 5.60 ,         -         ,-,-
2016-03,FHV - Lux Limo," 4,425 ",          -          ," 3,416 "," 3,436 "," 1,724 ", 15.60 , 2.40 , 15.70 , 2.30 ,         -         ,-,-
2016-03,Green," 50,850 "," 673,269 "," 6,816 "," 6,043 "," 4,768 ", 24.50 , 6.50 , 22.30 , 6.30 , 12.60 ,50%,-
2016-03,Yellow," 393,886 "," 5,614,089 "," 30,327 "," 13,379 "," 12,828 ", 29.70 , 13.60 , 22.20 , 8.00 , 15.00 ,67%,-
2016-02,FHV - Black Car," 19,854 ",          -          ," 9,263 "," 9,138 "," 4,768 ", 15.10 , 3.40 , 15.00 , 3.40 ,         -         ,-,-
2016-02,FHV - High Volume," 201,940 ",          -          ," 32,348 "," 31,921 "," 19,596 ", 17.90 , 5.90 , 17.70 , 5.90 ,         -         ,-,-
2016-02,FHV - Livery," 98,897 ",          -          ," 17,135 "," 16,039 "," 11,676 ", 21.10 , 5.80 , 20.60 , 5.60 ,         -         ,-,-
2016-02,FHV - Lux Limo," 4,405 ",          -          ," 3,250 "," 3,370 "," 1,701 ", 14.70 , 2.40 , 15.00 , 2.30 ,         -         ,-,-
